date,home_team,away_team,market,selection,american_odds,closing_american_odds,book,notes
2026-08-21,Arsenal,Coventry,1x2,away,1300,,BetMGM,the_odds_api event eb2553d10d63dc912b99f8fd0d675721; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-230,,BetOnline.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,365,,BetOnline.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,715,,BetOnline.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-133,,BetOnline.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,117,,BetOnline.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-250,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,360,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,750,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,no,-127,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,yes,-107,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-143,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,112,,BetRivers,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-230,,BetUS,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,365,,BetUS,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,715,,BetUS,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-135,,BetUS,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,115,,BetUS,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-240,,Bovada,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,380,,Bovada,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,650,,Bovada,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-136,,Bovada,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,113,,Bovada,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-250,,DraftKings,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,370,,DraftKings,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,650,,DraftKings,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,no,-120,,DraftKings,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,yes,-110,,DraftKings,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-300,,FanDuel,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,370,,FanDuel,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,700,,FanDuel,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,no,-118,,FanDuel,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,btts,yes,-106,,FanDuel,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-230,,LowVig.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,365,,LowVig.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,715,,LowVig.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-133,,LowVig.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,117,,LowVig.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,away,-265,,MyBookie.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,draw,360,,MyBookie.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,1x2,home,640,,MyBookie.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,over,-149,,MyBookie.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Hull,Man United,total_2_5,under,108,,MyBookie.ag,the_odds_api event 95bb16d19debff3ec39919f361f072a4; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,150,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,225,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,165,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,no,105,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,yes,-145,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-115,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-120,,BetMGM,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,168,,BetOnline.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,231,,BetOnline.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,178,,BetOnline.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-101,,BetOnline.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-115,,BetOnline.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,165,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,230,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,165,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,no,105,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,yes,-143,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-106,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-120,,BetRivers,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,155,,BetUS,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,220,,BetUS,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,163,,BetUS,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-105,,BetUS,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-115,,BetUS,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,160,,Bovada,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,235,,Bovada,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,175,,Bovada,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-108,,Bovada,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-112,,Bovada,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,160,,DraftKings,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,225,,DraftKings,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,170,,DraftKings,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,no,110,,DraftKings,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,yes,-150,,DraftKings,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,165,,FanDuel,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,220,,FanDuel,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,165,,FanDuel,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,no,124,,FanDuel,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,yes,-158,,FanDuel,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,168,,LowVig.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,231,,LowVig.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,178,,LowVig.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-101,,LowVig.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-115,,LowVig.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,away,155,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,draw,222,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,1x2,home,165,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,no,104,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,btts,yes,-144,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,over,-114,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Ipswich,Sunderland,total_2_5,under,-121,,MyBookie.ag,the_odds_api event 01615d9573ef1e5aa8c09eb32a4a983b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,200,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,240,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,120,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,no,105,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,yes,-150,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-120,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-115,,BetMGM,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,229,,BetOnline.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,246,,BetOnline.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,126,,BetOnline.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-103,,BetOnline.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-113,,BetOnline.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,215,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,235,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,130,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,no,110,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,yes,-150,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-114,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-112,,BetRivers,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,210,,BetUS,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,230,,BetUS,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,125,,BetUS,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-105,,BetUS,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-115,,BetUS,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,210,,Bovada,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,245,,Bovada,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,130,,Bovada,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-112,,Bovada,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-108,,Bovada,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,210,,DraftKings,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,235,,DraftKings,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,125,,DraftKings,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,no,115,,DraftKings,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,yes,-150,,DraftKings,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,210,,FanDuel,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,230,,FanDuel,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,125,,FanDuel,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,no,114,,FanDuel,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,yes,-144,,FanDuel,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,229,,LowVig.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,246,,LowVig.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,126,,LowVig.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-103,,LowVig.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-113,,LowVig.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,away,202,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,draw,226,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,1x2,home,126,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,no,104,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,btts,yes,-144,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,over,-116,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
